"efo_id","disease_full_name","number_of_associations"
"HP_0004482","Relative macrocephaly",26
"HP_0009763","Limb pain",56
"HP_0010886","Osteochondritis Dissecans",1
"HP_0006610","Wide intermamillary distance",2
"HP_0040079","Irregular dentition",3
"HP_0002624","Venous abnormality",730
"HP_0100659","abnormality of the cerebral vasculature",53
"HP_0012232","Shortened QT interval",5
"MONDO_0002786","diencephalic cancer",136
"EFO_1001248","non-alcoholic fatty liver",203
"HP_0012440","Abnormal biliary tract morphology",1
"HP_0006571","Reduced number of intrahepatic bile ducts",1
"EFO_1000871","colonic pseudo-obstruction",5
"HP_0009053","Distal lower limb Muscle weakness",6
"HP_0003445","EMG: neuropathic changes",6
"HP_0031988","muscle spasm",43
"HP_0003789","Minicore myopathy",8
"HP_0000775","Abnormality of the diaphragm",33
"HP_0000271","abnormality of the face",5173
"HP_0000179","Thick lower lip vermilion",2
"HP_0002745","Oral leukoplakia",270
"MONDO_0002472","carcinoma ex pleomorphic adenoma",84
"EFO_1000657","rectum cancer",1616
"HP_0007663","Reduced visual acuity",58
"EFO_0007674","Darwin's tubercule",0
"EFO_0007534","Venezuelan equine encephalitis",62
"EFO_1001357","Lentivirus Infections",3553
"EFO_0007377","Morbillivirus infectious disease",554
"EFO_1001349","Human T-lymphotropic virus 2 infectious disease",9
"EFO_0007527","tropical spastic paraparesis",278
"Orphanet_1930","Herpetic encephalitis",441
"EFO_0002612","human herpesvirus 8 infection",574
"MONDO_0045033","opportunistic systemic mycosis",89
"MONDO_0000308","primary systemic mycosis",380
"MONDO_0002428","protozoa infectious disease",2002
"EFO_0008559","American trypanosomiasis",451
"MONDO_0002108","thyroid cancer",3328
"EFO_0007234","dicrocoeliasis",1
"MONDO_0008848","atrioventricular dissociation (disease)",173
"EFO_0005753","ocular vascular disease",3215
"EFO_1002039","renal hypertension",164
"Orphanet_98709","Ectodermal malformation syndrome associated with ocular features",568
"MONDO_0060712","developmental delay, intellectual disability, obesity, and dysmorphic features",1
"MONDO_0060532","congenital heart defects and skeletal malformations syndrome",1
"EFO_0003827","pulmonary embolism",491
"EFO_0005239","aortic valve calcification",75
"EFO_0009003","ovarian dysfunction",1540
"EFO_1001177","septic abortion",14
"EFO_1001756","Acrodynia",1
"EFO_0007855","facial width measurement",5
"EFO_0007858","eye morphology measurement",72
"EFO_0007699","eye movement measurement",235
"EFO_0007875","excessive daytime sleepiness measurement",267
"EFO_0007811","Plasmodium falciparum antigen IgG3 measurement",0
"EFO_0005691","plasma trimethylamine N-oxide measurement",19
"EFO_0004624","prostate specific antigen measurement",296
"EFO_0007850","solar lentigines measurement",21
"EFO_0009770","leucine measurement",22
"EFO_0009366","quality of life during menstruation measurement",31
"EFO_0004802","family size",0
"EFO_0007913","extraversion measurement",0
"EFO_0000724","timepoint",2
"EFO_0004953","date of diagnosis",2
"EFO_0005056","age at death",8
"EFO_0000482","event free survival time",38
"EFO_0009583","place of residence measurement",0
"EFO_0005058","tyrosine measurement",28
"EFO_0007118","sitting height ratio",72
"EFO_0007789","BMI-adjusted waist circumference",1130
"EFO_0004634","coagulation factor measurement",1285
"EFO_0007944","allergen exposure measurement",1
"EFO_0010068","respiratory symptom change measurement",9
"EFO_0004468","glucose measurement",1605
"EFO_0004465","fasting blood glucose measurement",395
"EFO_0009325","basal ganglia growth measurement",0
"EFO_0009700","visual perception measurement",3
"EFO_0006871","beta wave measurement",0
"EFO_0010425","triacylglycerol 54:7 measurement",0
"EFO_0010423","triacylglycerol 54:5 measurement",0
"EFO_0010415","triacylglycerol 52:3 measurement",0
"EFO_0010492","glycocholic acid measurement",0
"EFO_0008329","facial emotion recognition measurement",0
"EFO_0008581","salivary gland disease",1317
"EFO_0007422","parotid disease",130
"EFO_0005625","oral Crohn's disease",7
"EFO_1001393","Periodontal Pocket",109
"EFO_0004707","infantile hypertrophic pyloric stenosis",99
"MONDO_0001318","functional gastric disease",368
"EFO_0004607","duodenal ulcer",605
"EFO_1001113","pneumatosis cystoides intestinalis",2
"EFO_0005624","ileocolitis",70
"EFO_0009669","flatulence",29
"MONDO_0044751","chronic diarrheal disease",83
"MONDO_0000214","hypermanganesemia with dystonia",259
"MONDO_0000721","xanthinuria",21
"MONDO_0024298","vitamin deficiency disorder",1553
"EFO_1001237","vitamin A deficiency",165
"MONDO_0002279","iron metabolism disease",1785
"MONDO_0024431","bilirubin metabolism disease",539
"EFO_0009507","knee injury",131
"EFO_0009658","adverse effect",2000
"EFO_1000841","blue nevus",37
"Orphanet_79357","Hereditary palmoplantar keratoderma",727
"EFO_0009313","Linear IgA Dermatosis",14
"EFO_1000710","hidradenitis suppurativa",201
"EFO_1001893","Hand-foot syndrome",106
"EFO_0008517","oral lichen planus",262
"Orphanet_289825","Late-onset primary lymphedema",11
"EFO_1001995","Sclerodermatomyositis",7
"EFO_1000668","allergic contact dermatitis",177
"EFO_1001494","psoriasis vulgaris",1058
"EFO_1000760","rosacea",1682
"Orphanet_276264","Xeroderma pigmentosum complementation group F",90
"Orphanet_98625","Superficial corneal dystrophy",200
"MONDO_0016441","acquired pseudoxanthoma elasticum",1
"Orphanet_209","Cutis laxa",588
"Orphanet_35664","ALDH18A1-related De Barsy syndrome",87
"Orphanet_3342","Arterial tortuosity syndrome",127
"Orphanet_287","Ehlers-Danlos syndrome, classic type",13
"Orphanet_1901","Ehlers-Danlos syndrome, dermatosparaxis type",75
"MONDO_0004748","lip disease",72
"EFO_0004213","otosclerosis",248
"EFO_1001910","pulmonary amyloidosis",2
"EFO_0000768","idiopathic pulmonary fibrosis",1873
"EFO_0007221","contagious pleuropneumonia",1
"EFO_0007385","mushroom workers' lung",23
"EFO_1000334","Lung Lymphangioleiomyomatosis",24
"MONDO_0003194","hemangioma of lung",38
"EFO_1000016","anaplastic lung carcinoma",38
"EFO_1000046","papillary lung adenocarcinoma",6
"EFO_1000495","Primary Pulmonary Diffuse Large B-Cell Lymphoma",17
"MONDO_0017026","interstitial lung disease specific to adulthood",2042
"MONDO_0017027","primary interstitial lung disease specific to adulthood",1998
"Orphanet_216975","Niemann-Pick disease type C, severe early infantile neurologic onset",0
"EFO_1001182","silo filler's disease",0
"EFO_0007216","congenital diaphragmatic hernia",284
"MONDO_0019086","carcinoma of esophagus",3524
"EFO_1000577","Thymic Sarcomatoid Carcinoma",1
"EFO_1000366","Mediastinal Malignant Germ Cell Tumor",21
"MONDO_0000634","thoracic benign neoplasm",196
"EFO_0008590","Status Asthmaticus",31
"Orphanet_2470","Matthew-Wood syndrome",14
"Orphanet_2322","Kabuki syndrome",86
"MONDO_0000380","paranasal sinus carcinoma",16
"EFO_0007429","peritonsillar abscess",13
"EFO_0002938","hypopharyngeal carcinoma",203
"EFO_0005854","allergic rhinitis",2808
"Orphanet_95430","Congenital tracheomalacia",25
"EFO_1000355","Malignant Mesothelioma",823
"Orphanet_2257","Familial primary pulmonary hypoplasia",49
"Orphanet_3167","Siegler-Brewer-Carey syndrome",0
"EFO_0009197","Pulmonary arterial hypertension associated with portal hypertension",14
"Orphanet_2745","Opitz G/BBB syndrome",59
"Orphanet_71212","Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency",236
"Orphanet_79298","Diazoxide-resistant focal hyperinsulinism",45
"Orphanet_79643","Autosomal recessive hyperinsulinism due to SUR1 deficiency",44
"Orphanet_306558","Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome",8
"EFO_0010164","insulin-resistant diabetes mellitus",40
"EFO_0004593","gestational diabetes",998
"EFO_1001503","type II diabetes mellitus with acanthosis nigricans",1
"EFO_1000445","Pancreatic Vipoma",3
"Orphanet_846","Alpha-thalassemia",306
"Orphanet_251355","Sickle cell disease associated with an other hemoglobin anomaly",16
"Orphanet_90030","Hemolytic anemia due to glutathione reductase deficiency",0
"Orphanet_766","Hemolytic anemia due to red cell pyruvate kinase deficiency",26
"MONDO_0012197","idiopathic aplastic anemia",19
"Orphanet_26","Methylmalonic acidemia with homocystinuria",29
"Orphanet_79284","Methylmalonic acidemia with homocystinuria type cblF",5
"Orphanet_51208","Formiminoglutamic aciduria",32
"MONDO_0016625","acquired deficiency anemia",0
"Orphanet_280615","Hemoglobinopathy Toms River",285
"Orphanet_93581","Atypical hemolytic-uremic syndrome with anti-factor H antibodies",20
"Orphanet_93576","Atypical hemolytic-uremic syndrome with MCP/CD46 anomaly",8
"Orphanet_77297","Majeed syndrome",44
"EFO_0007276","follicular dendritic cell sarcoma",41
"Orphanet_806","Scott syndrome",84
"Orphanet_220436","Quebec platelet disorder",8
"Orphanet_370131","White platelet syndrome",0
"Orphanet_98456","Dense granule disease",1006
"Orphanet_2690","Neutropenia - monocytopenia - deafness",0
"Orphanet_79259","Glycogen storage disease due to glucose-6-phosphatase deficiency type b",35
"Orphanet_486","Autosomal dominant severe congenital neutropenia",398
"EFO_0001068","malaria",1584
"EFO_0009157","susceptibility to malaria",54
"EFO_1001996","Thalassemia",926
"EFO_1000323","Liver Diffuse Large B-Cell Lymphoma",9
"MONDO_0024656","colorectal lymphoma",15
"EFO_1001014","leukemoid reaction",22
"MONDO_0020703","erythroid neoplasm",1340
"Orphanet_90042","Primary familial polycythemia",253
"Orphanet_98428","Secondary polycythemia",268
"EFO_0007269","Felty's syndrome",29
"Orphanet_293978","Deficiency in anterior pituitary function-variable immunodeficiency syndrome",2
"Orphanet_183651","Rare constitutional anemia",5462
"MONDO_0019139","acquired hemophilia",15
"Orphanet_169796","Moderately severe hemophilia B",1
"EFO_0009154","hemophilia b leyden",0
"Orphanet_169799","Mild hemophilia B",6
"Orphanet_335","Congenital fibrinogen deficiency",146
"Orphanet_101041","Familial hypofibrinogenemia",125
"MONDO_0000184","congenital vitamin K-dependent coagulation factors combined deficiency",43
"Orphanet_327","Congenital factor VII deficiency",5
"Orphanet_248361","Rare thrombotic disorder due to a constitutional coagulation factors defect",99
"Orphanet_745","Hereditary thrombophilia due to congenital protein C deficiency",15
"Orphanet_722","Hypoplasminogenemia",7
"EFO_0009002","splenic disease",975
"EFO_0007491","spleen cancer",819
"EFO_1000926","Erdheim-Chester disease",37
"MONDO_0002013","lymphangioma",64
"EFO_0009315","thrombophilia",445
"MONDO_0016635","thrombotic disorder due to a platelet anomaly",549
"MONDO_0044881","hematopoietic and lymphoid cell neoplasm",11671
"EFO_1001106","pigmented villonodular synovitis",326
"MONDO_0012287","Stickler syndrome, type I, nonsyndromic ocular",14
"Orphanet_250984","Autosomal recessive Stickler syndrome",24
"EFO_0007176","bone giant cell tumor",154
"MONDO_0002629","bone osteosarcoma",45
"EFO_1000608","Undifferentiated Pleomorphic Sarcoma, Inflammatory Variant",6
"EFO_1000353","Malignant Jugulotympanic Paraganglioma",0
"MONDO_0000469","sinoatrial node disease",109
"MONDO_0018010","juvenile idiopathic inflammatory myopathy",167
"Orphanet_343","Hyperimmunoglobulinemia D with periodic fever",121
"Orphanet_324977","Proteasome disability syndrome",29
"MONDO_0054699","proteasome-associated autoinflammatory syndrome 3",2
"EFO_0003834","cutaneous lupus erythematosus",1792
"EFO_0003857","arthrogryposis",952
"Orphanet_1654","Natal teeth - intestinal pseudoobstruction - patent ductus",4
"Orphanet_3230","Deafness - oligodontia",70
"Orphanet_166277","Suarez-Stickler syndrome",36
"Orphanet_2724","Odontomatosis - aortae esophagus stenosis",0
"Orphanet_100031","Hypoplastic amelogenesis imperfecta",89
"EFO_1001782","dental pulp exposure",61
"MONDO_0002220","tooth hard tissue disease",1467
"EFO_1001304","Dental enamel hypoplasia",164
"EFO_0005321","molar-incisor hypomineralization",2
"EFO_0005423","adolescent idiopathic scoliosis",4916
"EFO_0005560","hereditary multiple exostoses",33
"EFO_0009622","fracture of pelvis",6
"EFO_1000174","Chondroid Chordoma",8
"MONDO_0024653","skull neoplasm",1229
"Orphanet_2380","Legg-Calvé-Perthes disease",33
"Orphanet_183524","Rare genetic bone disease",7084
"Orphanet_251","Multiple epiphyseal dysplasia",341
"Orphanet_93426","Short rib dysplasia",763
"Orphanet_2504","Metaphyseal dysplasia - maxillary hypoplasia - brachydacty",61
"Orphanet_2637","Microcephalic osteodysplastic primordial dwarfism type II",61
"MONDO_0060556","joint laxity, short stature, and myopia",1
"Orphanet_79347","Chondrodysplasia punctata, Toriello type",0
"Orphanet_85175","Astley-Kendall dysplasia",0
"Orphanet_2785","Osteopetrosis with renal tubular acidosis",82
"Orphanet_763","Pycnodysostosis",22
"Orphanet_248095","Primary hypertrophic osteoarthropathy",53
"Orphanet_3152","Sclerosteosis",25
"Orphanet_2786","Osteoporosis - oculocutaneous hypopigmentation syndrome",5
"Orphanet_93282","Spondyloepimetaphyseal dysplasia, Pakistani type",32
"Orphanet_2733","Omodysplasia",9
"Orphanet_93437","Acromesomelic dysplasia",327
"Orphanet_93315","Spondylometaphyseal dysplasia, 'corner fracture' type",14
"Orphanet_93298","Achondrogenesis type 1B",150
"Orphanet_309310","Mucopolysaccharidosis type 4B",64
"Orphanet_309331","Intermediate severe Salla disease",1
"Orphanet_93454","Dysostosis with predominant vertebral and costal involvement",1268
"Orphanet_85200","Ischio-vertebral syndrome",1
"Orphanet_238578","Familial clubfoot due to 17q23.1q23.2 microduplication",9
"Orphanet_157808","Congenital pseudoarthrosis of the limbs",5
"Orphanet_364198","Bipartite talus",0
"Orphanet_294969","Amelia of lower limb",0
"Orphanet_295055","Amelia of upper limb, bilateral",0
"Orphanet_295105","Apodia, unilateral",0
"Orphanet_294975","Congenital absence of upper arm and forearm with hand present",8
"Orphanet_79113","Mandibulofacial dysostosis-microcephaly syndrome",16
"Orphanet_364577","Intellectual disability-brachydactyly-Pierre Robin syndrome",0
"Orphanet_93396","Brachydactyly type A2",13
"Orphanet_1465","Coffin-Siris syndrome",419
"Orphanet_93383","Brachydactyly type B",84
"Orphanet_295181","Postaxial polydactyly of toes, bilateral",0
"Orphanet_83473","Megalencephaly - polymicrogyria - postaxial polydactyly - hydrocephalus",280
"Orphanet_141163","Glossopalatine ankylosis",0
"Orphanet_93293","Okihiro syndrome",17
"Orphanet_2492","Limb transversal defect - cardiac anomaly",0
"Orphanet_3021","RAPADILINO syndrome",6
"Orphanet_2839","Pelvis-shoulder dysplasia",37
"Orphanet_794","Saethre-Chotzen syndrome",119
"Orphanet_65798","Goodman syndrome",71
"HP_0006101","Finger syndactyly",7
"MONDO_0017985","congenital radioulnar synostosis",3
"Orphanet_295213","Humero-ulnar synostosis, unilateral",0
"MONDO_0021002","syndactyly (disease)",272
"Orphanet_93267","Cloverleaf skull - multiple congenital anomalies",0
"Orphanet_97340","Hunter-McAlpine craniosynostosis",16
"Orphanet_2872","Cardiocranial syndrome, Pfeiffer type",12
"Orphanet_52054","Craniosynostosis - intracranial calcifications",35
"EFO_0008511","metopic craniosynostosis",854
"Orphanet_398156","Oculoauriculofrontonasal syndrome",0
"Orphanet_371195","Congenital disorder of glycosylation-related bone disorder",807
"MONDO_0000636","musculoskeletal system benign neoplasm",2084
"EFO_1000121","Benign Smooth Muscle Neoplasm",1446
"EFO_0003867","rhabdomyolysis",352
"HP_0008942","Acute rhabdomyolysis",15
"Orphanet_79091","Hereditary inclusion body myopathy - joint contractures - ophthalmoplegia",72
"Orphanet_319160","Congenital myopathy with internal nuclei and atypical cores",71
"Orphanet_98905","Congenital multicore myopathy with external ophthalmoplegia",163
"MONDO_0054695","myopathy, centronuclear, 6, with fiber-type disproportion",1
"Orphanet_168572","Native American myopathy",64
"Orphanet_363409","Fetal akinesia-cerebral and retinal hemorrhage syndrome",15
"MONDO_0000865","congenital fiber-type disproportion",410
"Orphanet_550","MELAS",302
"Orphanet_279934","Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",342
